Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
chr1_+_51968046_51968085	47	193	210	188	117	170	178
chr1_+_51968096_51968173	47	193	210	188	117	170	178
chr1_+_51968191_51968293	47	193	210	188	117	170	178
chr1_+_52380633_52380633	22	8	14	14	11	12	12
chr1_+_52840630_52840674	10	40	4	15	9	36	6
chr1_+_52871603_52871653	15336	5919	6302	11894	11732	9527	24893
chr1_+_52964609_52964804	13881	10165	6320	13804	12988	9948	25977
chr1_+_53080770_53080770	15281	8827	6152	9560	18024	7337	29581
chr1_+_53165488_53165537	276	112	191	166	73	254	52
chr1_+_53165545_53165571	350	139	229	239	53	286	57
chr1_+_53165576_53165654	269	111	189	159	75	257	52
chr1_+_53253161_53253201	283	118	194	169	77	254	52
chr1_+_53253204_53253245	284	119	200	167	78	266	54
chr1_+_53434688_53434688	18	28	17	19	23	14	13
chr1_+_53435066_53435104	27	44	24	25	23	22	18
chr1_+_54132447_54132471	14	10	14	18	14	11	12
chr1_+_54184595_54184667	27	9	197	48	16	57	23
chr1_+_54184678_54184747	29	9	203	49	17	59	24
chr1_+_54291847_54291928	2896	2136	1273	1778	4173	1159	7359
chr1_+_54780515_54780583	12	13	11	24	15	17	16
chr1_+_54786394_54786570	16	12	13	21	18	15	17
chr1_+_54880014_54880068	17	11	22	14	34	15	232
chr1_+_54954082_54954169	14	42	25	15	41	13	31
chr1_+_55237193_55237225	2567	801	1954	1355	36	2407	25
chr1_+_56883333_56883648	26	13	15	14	19	25	23
chr1_+_57093030_57093138	30	8	23	20	16	19	22
chr1_+_59535074_59535375	6	7	6	8	4	7	6
chr1_+_60053050_60053431	15	15	13	14	18	17	246
chr1_+_61980679_61980797	28	11	19	29	32	28	15
chr1_+_62433061_62433148	18	7	12	14	16	29	22
chr1_+_62674562_62674562	10	443	23	45	18	18	188
chr1_+_62674913_62674970	9	326	14	35	12	15	94
chr1_+_62675241_62675291	10	443	23	45	18	18	188
chr1_+_62675296_62675318	7	207	7	26	6	12	40
chr1_+_62675323_62675627	9	409	20	42	16	18	157
chr1_+_62835759_62835825	14	8	11	10	10	11	9
chr1_+_63561317_63561317	31	7	22	26	22	33	20
chr1_+_63605848_63605903	9	50	11	10	12	6	9
chr1_+_63605912_63605925	10	54	12	11	14	8	10
chr1_+_63761600_63761855	7	8	6	6	7	10	6
chr1_+_63831479_63831747	558	208	465	233	641	256	13
chr1_+_63832067_63832138	559	175	452	228	608	255	14
chr1_+_63861474_63861488	504	162	417	203	547	230	12
chr1_+_64012154_64012341	44	7	9	13	13	11	10
chr1_+_65385799_65386100	92	18	46	45	19	55	31
chr1_+_65386359_65386514	93	18	48	46	19	57	31
chr1_+_65386559_65386678	132	20	97	60	12	105	38
chr1_+_65492679_65492735	7	56	7	7	8	6	6
chr1_+_65503011_65503024	16	22	15	15	20	14	13
chr1_+_65658718_65658862	218	174	130	100	51	121	35
chr1_+_65658903_65658997	25	18	23	18	17	16	15
chr1_+_65763945_65763972	11	9	13	9	10	8	8
chr1_+_65763978_65764012	9	6	9	9	8	8	8
chr1_+_66030780_66030787	20	47	13	19	30	33	18
chr1_+_66031443_66031451	16	31	11	14	28	25	15
chr1_+_66230977_66231005	21	50	14	19	31	35	19
chr1_+_66570363_66570520	19	47	13	18	28	33	18
chr1_+_66570683_66570684	12	6	4	4	24	10	8
chr1_+_67168470_67168640	57	10	88	76	75	165	31
chr1_+_67404756_67404756	26941	12404	11077	20403	25261	13208	44772
chr1_+_67545634_67545704	13	13	13	22	15	12	12
chr1_+_67923331_67923550	104	131	549	240	48	258	20
chr1_+_67923660_67923673	106	146	618	242	49	265	19
chr1_+_67923680_67923765	159	129	556	382	6	353	6
chr1_+_70443919_70443959	114	430	158	75	222	118	299
chr1_+_70443963_70444029	13	52	14	10	23	12	23
chr1_+_70593073_70593258	8	8	5	5	7	6	5
chr1_+_70649451_70649686	6	6	8	10	8	7	6
chr1_+_74436507_74436566	9	6	7	6	11	6	10
chr1_+_74473672_74473693	6	4	7	6	7	5	6
chr1_+_75962630_75962694	97	112	30	9	34	16	48
chr1_+_75962959_75963027	84	100	26	9	29	15	42
chr1_+_75963030_75963059	74	77	23	9	26	15	35
chr1_+_76024466_76024537	24	69	75	34	62	52	15
chr1_+_76035154_76035258	15	5	10	12	10	7	18
chr1_+_77105709_77105722	13	5	9	9	7	8	8
chr1_+_77105746_77105773	13	4	8	8	7	7	7
chr1_+_77520315_77520330	12	6	13	11	7	13	8
chr1_+_77520874_77520874	12	6	13	11	7	13	8
chr1_+_78017894_78017951	22475	15768	9949	25161	14333	16057	30433
chr1_+_78126787_78127013	4817	12584	3392	8230	12051	4862	22861
chr1_+_78217510_78217611	45	14	31	74	29	39	38
chr1_+_78243181_78243223	43	11	21	56	26	47	19
chr1_+_78284176_78284326	10	6	12	10	35	10	9
chr1_+_78729315_78729430	11	6	9	8	11	8	7
chr1_+_78858675_78858764	13	6	7	8	16	10	12
chr1_+_78888064_78888120	11	52	13	7	10	11	9
chr1_+_81544432_81544599	18	8	15	76	10	125	8
chr1_+_82038669_82038669	18	8	15	76	10	125	8
chr1_+_84316217_84316632	14	110	10	14	18	18	10
chr1_+_84382529_84382561	13	202	12	20	22	22	9
chr1_+_84402962_84402974	13	202	12	20	22	22	9
chr1_+_84636802_84636811	4	5	5	5	4	4	3
chr1_+_84646621_84646738	4	5	5	5	4	4	3
chr1_+_84717507_84717570	26	148	203	45	31	61	132
chr1_+_85819004_85819256	592	7	292	818	95	2303	139
chr1_+_86662356_86662518	30	7	189	10	13	11	10
chr1_+_86707113_86707238	16	9	14	13	17	19	22
chr1_+_86785346_86785513	11	7	9	8	15	9	9
chr1_+_86942810_86942868	137	102	90	79	73	106	53
chr1_+_86942874_86943059	194	130	130	134	93	181	163
chr1_+_86943074_86943100	334	190	233	298	135	411	884
chr1_+_86943103_86943182	327	188	226	288	138	407	867
chr1_+_87152905_87152977	11	19	11	14	10	11	9
chr1_+_87153025_87153065	10	20	10	12	10	10	9
chr1_+_87368044_87368161	14	4	7	6	11	9	6
chr1_+_87566738_87566752	59	45	19	29	31	29	25
chr1_+_87567136_87567158	37	23	11	18	16	21	12
chr1_+_87567164_87567375	77	103	22	34	39	40	33
chr1_+_87569959_87570047	84	129	20	32	46	35	35
chr1_+_88922424_88922943	20	58	32	21	21	20	21
chr1_+_89602023_89602041	2896	2136	1273	1778	4173	1159	7359
chr1_+_89762984_89763022	12	11	9	14	15	10	14
chr1_+_89796859_89796859	12	11	9	14	15	10	14
chr1_+_90059057_90059174	64	404	139	73	76	73	84
chr1_+_90059183_90059192	64	404	139	73	76	73	84
chr1_+_90059992_90060100	64	404	139	73	76	73	84
chr1_+_91738953_91739061	5	117	7	6	6	5	37
chr1_+_91739241_91739297	5	117	7	6	6	5	37
chr1_+_92187515_92187516	14	5	7	7	7	8	1389
chr1_+_92190296_92190343	16	9	13	11	12	11	103
chr1_+_92405196_92405196	11	6	9	8	10	6	13
chr1_+_92537109_92537218	29	22	18	16	22	40	23
chr1_+_93070120_93070185	4033	5276	5830	4543	5113	5154	3066
chr1_+_93070186_93070200	3928	5540	5755	4525	5123	5080	3021
chr1_+_93070202_93070249	3923	5432	5732	4486	5100	5063	3002
chr1_+_93072947_93073029	3941	5461	5761	4508	5126	5090	3023
chr1_+_93317374_93317469	14	85	12	15	12	12	33
chr1_+_93584051_93584051	13	51	122	43	9	28	177
chr1_+_93584064_93584068	20	66	139	43	16	34	146
chr1_+_93584078_93584084	17	67	136	44	13	34	180
chr1_+_93584088_93584088	13	57	128	42	9	31	197
chr1_+_93686154_93686466	8	9	20	15	37	12	26
chr1_+_94656517_94656555	38	51	91	44	106	62	39
chr1_+_94656556_94656622	36	58	83	45	98	64	41
chr1_+_95355415_95355681	16943	13138	7403	16341	14798	11448	26840
chr1_+_95472298_95472374	20	31	17	18	19	16	13
chr1_+_96959762_96959982	12	30	12	12	24	8	74
chr1_+_98899734_98900058	59	6	368	82	27	269	35
chr1_+_99502435_99502641	10	9	7	11	9	9	10
chr1_+_99502655_99502691	9	5	6	9	7	7	8
chr1_+_99884018_99884485	19	5	9	17	32	10	13
chr1_+_100088219_100088243	54	47	108	15	31	32	29
chr1_+_100088394_100088632	54	47	108	15	31	32	29
chr1_+_100089118_100089186	54	47	108	15	31	32	29
chr1_+_100099353_100099353	54	47	108	15	31	32	29
chr1_+_100208127_100208141	31	47	25	40	56	37	16
chr1_+_100208149_100208224	10	17	11	11	13	14	7
chr1_+_100371293_100371312	10	52	8	9	14	11	10
chr1_+_100504284_100504384	41	53	348	161	72	224	17
chr1_+_100504385_100504415	41	54	339	158	73	220	17
chr1_+_100590595_100590615	18	9	13	19	16	16	36
chr1_+_100590619_100590638	14	6	11	18	13	16	81
chr1_+_100590640_100590743	19	12	14	19	18	15	21
chr1_+_100776280_100776315	11	6	9	9	8	8	10
chr1_+_100957883_100958005	11	12	8	11	129	14	13
chr1_+_101474892_101475046	15	10	9	16	21	14	12
chr1_+_101475149_101475167	10	12	9	9	22	8	11
chr1_+_103840900_103840939	7	7	14	13	2441	6	6
chr1_+_103898844_103898844	7	7	14	13	2441	6	6
chr1_+_103961476_103961585	13	16	11	13	7470	12	12
chr1_+_103999663_103999664	13	16	11	13	7470	12	12
chr1_+_103999824_103999950	13	16	11	13	7517	12	12
chr1_+_104093801_104093802	13	16	11	13	7470	12	12
chr1_+_104093962_104094088	13	16	11	13	7517	12	12
chr1_+_107485071_107485183	12	8	6	6	5	5	5
chr1_+_109036431_109036731	28	59	23	28	29	24	13
chr1_+_109043550_109043578	17	31	11	16	39	17	11
chr1_+_109090789_109090807	42	52	46	24	74	47	39
chr1_+_109090817_109090844	42	52	46	24	74	47	39
chr1_+_109090868_109090873	42	52	46	24	74	47	39
chr1_+_109221124_109221144	21	58	86	37	20	19	29
chr1_+_109221271_109221349	17	92	85	49	17	18	21
chr1_+_109458030_109458055	14	7	10	14	71	12	18
chr1_+_109458093_109458154	8	6	6	8	51	7	8
chr1_+_109557984_109558061	82	91	1418	681	191	345	90
chr1_+_109558062_109558062	74	79	1378	651	164	325	77
chr1_+_109558063_109558083	69	72	1344	626	142	309	67
chr1_+_109558085_109558104	74	79	1378	651	164	325	77
chr1_+_109558107_109558137	68	72	1341	624	140	308	66
chr1_+_109594163_109594163	6	6	7	6	8	6	17
chr1_+_109892708_109892738	29	62	119	49	22	47	24
chr1_+_109892741_109892756	69	190	367	238	24	242	53
chr1_+_109892760_109892761	69	190	367	238	24	242	53
chr1_+_109892772_109892865	34	66	128	71	20	66	28
chr1_+_109963950_109963981	11	210	11	26	18	36	14
chr1_+_109963982_109964146	11	210	11	26	18	36	14
chr1_+_109964798_109964798	11	210	11	26	18	36	14
chr1_+_109965190_109965299	3	12	3	3	3	3	3
chr1_+_109969571_109969571	12	250	13	33	22	47	17
chr1_+_110000220_110000246	12	7	9	8	11	8	14
chr1_+_110000247_110000304	15	9	8	9	13	9	14
chr1_+_110000396_110000537	23	8	8	11	13	12	14
chr1_+_110012166_110012246	38	50	15	23	54	21	35
chr1_+_110031940_110032021	17	39	12	13	26	13	22
chr1_+_110056386_110056456	22	13	20	21	47	14	28
chr1_+_110254755_110254755	21	6	12	11	13	10	15
chr1_+_110254979_110255168	35	17	14	17	22	16	18
chr1_+_110328830_110328839	56	84	79	32	52	77	37
chr1_+_110328850_110328918	247	350	367	142	365	327	171
chr1_+_110328922_110328928	236	335	367	140	363	320	171
chr1_+_110328941_110328953	236	335	367	140	363	320	171
chr1_+_110328955_110329207	236	335	367	140	363	320	171
chr1_+_110329224_110329240	236	335	367	140	363	320	171
chr1_+_110361634_110361667	236	335	367	140	363	320	171
chr1_+_110554836_110554899	21	18	13	24	13	14	20
chr1_+_110555433_110555607	12	12	8	12	23	8	10
chr1_+_110683467_110683568	15	47	33	21	28	16	24
chr1_+_110683580_110683580	7	104	44	14	27	12	16
chr1_+_110683586_110683622	9	122	49	17	30	13	18
chr1_+_111215343_111215361	44	767	46	47	183	41	32
chr1_+_111217244_111217312	46	770	49	48	187	43	33
chr1_+_111217314_111217337	44	767	46	47	183	41	32
chr1_+_111483771_111483893	40	42	53	14	21	15	29
chr1_+_111484355_111484401	40	45	51	15	24	16	33
chr1_+_111484404_111484436	41	42	58	12	20	13	23
chr1_+_111571803_111571875	766	5	7	9	11	8	5
chr1_+_111573855_111573988	734	5	6	8	11	7	5
chr1_+_111634996_111635060	28	8	14	19	12	13	22
chr1_+_111793265_111793265	690	1321	1720	954	567	893	1260
chr1_+_111793570_111793595	690	1321	1720	954	567	893	1260
chr1_+_111793605_111793611	690	1321	1720	954	567	893	1260
chr1_+_111793612_111793623	661	1264	1651	938	540	864	1242
chr1_+_111793626_111793627	701	1604	1717	1043	504	893	1266
chr1_+_111793628_111793651	685	1394	1678	973	523	873	1217
chr1_+_111793652_111793703	690	1321	1720	954	567	893	1260
chr1_+_111963920_111964061	75	154	95	42	117	79	16
chr1_+_112740322_112740376	10517	11165	14475	15010	14814	12940	11029
chr1_+_112740378_112740378	12	15	15	13	37	13	23
chr1_+_112811562_112811562	11	8	8	8	9	9	11
chr1_+_112852892_112852892	11	7	8	8	9	9	9
chr1_+_112963246_112963387	274	579	1135	670	163	782	533
chr1_+_112963597_112963615	274	579	1135	670	163	782	533
chr1_+_112963972_112963976	274	579	1135	670	163	782	533
chr1_+_112963979_112963997	274	579	1135	670	163	782	533
chr1_+_113300507_113300605	17601	13064	9167	20893	15380	13816	33143
chr1_+_113417310_113417367	16	23	14	13	22	9	34
chr1_+_113417387_113417551	11	17	11	9	18	5	27
chr1_+_114249429_114249525	48	18	37	31	48	29	25
chr1_+_114249549_114249586	55	18	40	34	45	35	26
chr1_+_114273518_114273520	20	138	22	14	27	18	49
chr1_+_114273961_114274022	16	107	12	10	8	11	51
chr1_+_114295289_114295289	19	130	19	13	21	16	49
chr1_+_114298021_114298021	19	130	19	13	21	16	49
chr1_+_114323552_114323676	447	7	10	23	33	34	12
chr1_+_115198977_115199093	15	8	10	16	11	13	97
chr1_+_115373937_115373937	9	7	9	8	7	8	8
chr1_+_115986096_115986134	10	34	27	13	8	10	10
chr1_+_115986772_115986772	10	34	27	13	8	10	10
chr1_+_116717317_116717351	163	183	425	455	1019	339	405
chr1_+_116717404_116717407	163	183	425	455	1019	339	405
chr1_+_116717461_116717481	73	69	191	212	689	164	206
chr1_+_116717552_116717651	66	65	172	205	639	153	196
chr1_+_116718011_116718011	159	166	408	433	986	328	394
chr1_+_116727514_116727514	137	137	360	381	954	286	355
chr1_+_116744992_116745102	163	183	425	455	1019	339	405
chr1_+_117098579_117098682	15	10	9	13	21	14	10
chr1_+_117345894_117345962	13	8	9	14	12	8	7
chr1_+_117404467_117404487	14	24	23	16	17	14	16
chr1_+_117711575_117711657	14	11	7	11	15	10	12
chr1_+_117950029_117950189	8	23	8	10	9	11	1181
chr1_+_117950191_117950213	8	24	8	10	9	11	1147
chr1_+_118273887_118273916	28	87	69	29	41	39	39
chr1_+_119484529_119484570	2861	3129	379	266	891	514	5080
chr1_+_119712918_119713016	12	8	9	18	10	14	15
chr1_+_119759076_119759076	13	6	10	12	12	9	10
chr1_+_119759265_119759304	14	8	11	15	16	13	9
chr1_+_119851348_119851622	23	11	20	13	21	17	19
chr1_+_120055941_120056168	49	92	104	405	26	62	27
chr1_+_143304983_143305144	140	326	134	84	115	187	471
chr1_+_143326315_143326315	87	178	62	41	23	96	116
chr1_+_143807748_143807839	26	18	21	35	13	79	8
chr1_+_143920424_143920533	223	419	137	117	56	205	237
chr1_+_144004589_144004727	82	161	61	37	21	94	91
chr1_+_144149794_144150272	235	462	11	183	223	37	50
chr1_+_144152864_144153034	752	907	21	403	1793	94	313
chr1_+_144218960_144219027	14	45	17	11	17	10	13
chr1_+_144227521_144227521	6	38	33	6	6	6	19
chr1_+_144227672_144227757	6	38	33	6	6	6	19
chr1_+_144227916_144227956	6	38	33	6	6	6	19
chr1_+_144236346_144236391	13	6	5	8	7	7	10
chr1_+_144287344_144287354	6	6	10	6	7	10	6
chr1_+_144287368_144287437	6	6	10	6	7	10	6
chr1_+_144322375_144322699	52	47	47	35	20	25	46
chr1_+_144374513_144374640	55	51	49	39	25	31	48
chr1_+_144439069_144439084	4	5	4	4	6	5	4
chr1_+_144595224_144595224	35	36	61	25	62	23	90
chr1_+_145116168_145116247	728	833	1661	1367	744	2349	503
chr1_+_145180914_145180957	17	82	29	19	19	13	36
chr1_+_145180959_145181017	18	118	38	23	21	15	47
chr1_+_145479805_145479946	34	12	19	40	35	22	48
chr1_+_145841569_145841569	32	14	12	13	39	22	23
chr1_+_145867122_145867170	25	41	48	19	50	17	76
chr1_+_145867177_145867273	21	44	36	17	33	18	67
chr1_+_145892190_145892190	35	36	61	25	62	23	90
chr1_+_146824811_146824892	196	485	178	111	146	246	676
chr1_+_146827470_146827613	206	521	194	118	170	266	798
chr1_+_146843980_146844267	178	427	153	95	103	217	495
chr1_+_146910634_146910634	189	103	176	185	145	172	91
chr1_+_147006065_147006352	178	427	153	95	103	217	495
chr1_+_147819626_147819668	95	73	124	141	80	113	54
chr1_+_148020869_148020923	6	8	5	5	7	5	7
chr1_+_148070844_148070872	23	8	12	12	14	10	12
chr1_+_148089251_148089304	24	357	226	11	37	27	581
chr1_+_148090804_148090835	490	1328	1048	789	495	755	712
chr1_+_148125090_148125148	68	81	152	40	122	50	482
chr1_+_148137778_148137824	9	16	9	4	6	6	7
chr1_+_148305965_148306062	10	33	7	6	7	8	7
chr1_+_148306439_148306537	12	22	9	9	8	8	7
chr1_+_148388719_148388793	15	40	17	13	16	29	103
chr1_+_148388870_148388987	14	38	17	13	15	28	99
chr1_+_148389039_148389086	15	38	16	13	15	30	101
chr1_+_148496792_148496922	29	5	28	21	85	42	18
chr1_+_148511806_148511844	25	30	16	57	27	97	26
chr1_+_148521852_148521882	6535	6704	3908	5284	8923	5066	18313
chr1_+_148532885_148532964	36	10	10	11	13	39	31
chr1_+_148560540_148560559	23	142	23	21	41	22	35
chr1_+_148560604_148560648	23	129	24	21	38	22	35
chr1_+_148603208_148603330	46	36	48	39	95	43	122
chr1_+_148603613_148603747	46	36	48	39	95	43	122
chr1_+_148603769_148603923	36	30	37	31	60	35	84
chr1_+_148726497_148726535	35	38	34	50	35	25	38
chr1_+_148726537_148726575	37	39	34	49	36	25	36
chr1_+_148747110_148747206	213	15	58	93	18	121	18
chr1_+_148747208_148747309	214	15	58	92	18	118	18
chr1_+_148788410_148788546	19	12	23	13	26	18	22
chr1_+_149165438_149165548	35	45	22	26	43	28	65
chr1_+_149221122_149221177	9	6	11	10	15	8	8
chr1_+_149247519_149247731	17	28	17	17	16	17	29
chr1_+_149286796_149286947	21	7	16	16	23	14	21
chr1_+_149298774_149298779	15	74	418	171	22	335	17
chr1_+_149299307_149299485	15	68	412	167	23	326	19
chr1_+_149299490_149299497	15	74	418	171	22	335	17
chr1_+_149299504_149299524	16	59	402	160	23	315	20
chr1_+_149299530_149299554	15	53	360	141	22	275	18
chr1_+_149309703_149309913	8402	3910	4038	6715	7768	4746	16527
chr1_+_149405128_149405257	69	64	80	87	38	90	42
chr1_+_149437602_149437712	16	16	25	23	17	25	31
chr1_+_149493812_149493830	165	306	359	371	178	321	551
chr1_+_149493833_149493858	165	306	359	371	178	321	551
chr1_+_149493861_149493886	80	104	115	120	87	103	185
chr1_+_149521364_149521430	887	52	124	463	3	247	196
chr1_+_149638633_149638695	821	840	1588	1694	281	1693	185
chr1_+_149779384_149779466	10	8	66	10	67	37	15
chr1_+_149851112_149851120	15	4	8	7	8	8	8
chr1_+_149851138_149851286	37	23	28	28	33	26	36
chr1_+_149851289_149851356	43	23	28	29	34	27	40
chr1_+_149897334_149897386	6	13	5	5	6	5	5
chr1_+_150002068_150002068	10	12	10	10	4	10	1153
chr1_+_150005754_150005815	13	9	11	11	5	12	3911
chr1_+_150753601_150753601	8	5	24	5	5	5	4
chr1_+_150902495_150902510	10	5	6	7	5	5	20
chr1_+_150914394_150914414	10	5	6	7	5	5	20
chr1_+_150925222_150925231	8	5	13	25	10	9	10
chr1_+_150958621_150958621	16	8	21	21	39	20	9
chr1_+_151117421_151117444	12	4	9	12	14	12	4988
chr1_+_151147646_151147662	14	17	9	26	28	8	10
chr1_+_151223180_151223187	13	6	55	10	14	11	12
chr1_+_151240846_151240870	16	5	72	19	27	11	14
chr1_+_151270301_151270304	11	6	358	11	11	12	10
chr1_+_151498802_151498802	7	6	7	7	8	8	5
chr1_+_151596953_151596972	22	78	2613	23	298	13	24
chr1_+_151655623_151655623	7	6	7	7	7	14	6
chr1_+_151867483_151867561	12	7	12	11	8	15	6
chr1_+_151873134_151873170	22	77	44	69	27	30	25
chr1_+_151873174_151873354	13	130	54	34	27	24	42
chr1_+_151917674_151918166	129	14	19	23	24	21	16
chr1_+_151967164_151967190	45	188	56	67	80	37	119
chr1_+_152014391_152014590	59	26	5	7	6	5	23
chr1_+_152229861_152229883	8965	7029	9137	6313	11022	6947	5267
chr1_+_152459278_152459278	48	125	61	52	27	62	71
chr1_+_152459918_152460078	23	24	25	24	19	23	32
chr1_+_152460381_152460437	48	125	61	52	27	62	71
chr1_+_152511610_152511704	220	346	661	514	209	360	427
chr1_+_152511708_152511751	192	340	637	497	183	350	392
chr1_+_152511756_152511823	216	333	686	548	191	377	415
chr1_+_152566899_152566899	31	28	17	23	18	27	18
chr1_+_152567843_152567918	16099	18059	7079	17101	10211	10765	27836
chr1_+_152644292_152644456	8	20	9	8	11	8	8
chr1_+_152644471_152644482	11	14	14	9	18	16	12
chr1_+_152644668_152644728	11	14	14	9	18	16	12
chr1_+_152806874_152806880	70	31	41	63	74	72	48
chr1_+_153213740_153213766	55	288	404	519	12	39	79
chr1_+_153213771_153213784	53	289	384	508	11	35	76
chr1_+_153213790_153213921	54	242	323	463	12	36	75
chr1_+_153222393_153222462	12	37	38	14	17	12	14
chr1_+_153222464_153222478	12	41	40	13	19	12	15
chr1_+_153232685_153232707	27	20	31	30	30	31	31
chr1_+_153241665_153241756	69	14	40	42	38	33	53
chr1_+_153241858_153241918	53	9	32	35	27	26	48
chr1_+_153290365_153290402	13	10	93	26	20	12	13
chr1_+_153290405_153290428	15	10	100	23	25	12	13
chr1_+_153290434_153290486	12	10	84	29	15	12	12
chr1_+_153302825_153302923	11	10	17	12	11	10	8
chr1_+_153317887_153318041	10	16	15	9	9	9	11
chr1_+_153366559_153366572	11	7	69	13	150	11	11
chr1_+_153366928_153367077	11	7	50	12	109	11	12
chr1_+_153374900_153374966	107	102	112	49	219	71	73
chr1_+_153374967_153375011	121	119	124	56	251	80	85
chr1_+_153412894_153412923	9	8	11	8	15	10	7
chr1_+_153412948_153413066	9	8	11	8	15	10	7
chr1_+_153413675_153413700	9	8	11	8	15	10	7
chr1_+_153445113_153445211	41	218	271	66	26	88	525
chr1_+_153445629_153445679	44	215	281	65	27	89	544
chr1_+_153545162_153545276	465	327	660	130	115	109	33
chr1_+_153545301_153545343	481	337	671	136	123	115	36
chr1_+_153545351_153545384	484	339	673	137	125	116	37
chr1_+_153546138_153546204	426	304	597	120	105	99	35
chr1_+_153557263_153557386	11	36	97	24	32	16	16
chr1_+_153560351_153560351	14	34	108	26	36	15	17
chr1_+_153560841_153560991	13	42	111	25	32	16	14
chr1_+_153846602_153846706	5	21	17	15	9	14	48
chr1_+_153925485_153925496	96	287	230	65	92	146	85
chr1_+_153925497_153925504	96	287	230	65	92	146	85
chr1_+_153925505_153925517	81	253	196	54	74	124	73
chr1_+_153925522_153925563	96	287	230	65	92	146	85
chr1_+_154095883_154096175	16	10	9	13	12	13	11
chr1_+_154120170_154120225	11	13	7	9	14	9	8
chr1_+_154291140_154291303	25	74	76	57	18	51	20
chr1_+_154297588_154297605	7	5	152	8	22	7	8
chr1_+_154318954_154319041	728	142	694	1363	96	720	110
chr1_+_154351082_154351153	292	62	200	357	108	207	61
chr1_+_154351162_154351186	130	51	105	178	59	87	36
chr1_+_154351200_154351333	541	103	514	854	72	421	91
chr1_+_154386358_154386433	27	19	16	12	27	19	16
chr1_+_154389945_154390011	27	17	16	13	31	19	16
chr1_+_154390939_154390987	27	19	16	12	27	19	16
chr1_+_154430346_154430379	25	21	18	11	15	15	17
chr1_+_154430501_154430532	25	21	18	11	15	15	17
chr1_+_154430534_154430550	25	21	18	11	15	15	17
chr1_+_154449389_154449448	12	40	26	25	16	16	14
chr1_+_154478574_154478628	7	9	7	6	6	5	7
chr1_+_154605626_154605665	26	10	10	10	25	11	15
chr1_+_154855709_154855912	14	12	19	11	14	10	17
chr1_+_154878344_154878363	15	9	10	14	11	10	14
chr1_+_154878498_154878658	24	9	16	19	17	14	20
chr1_+_154964857_154964886	27	24	23	19	51	15	42
chr1_+_154964894_154964935	29	20	19	20	39	14	31
chr1_+_155003897_155003935	35	27	36	67	40	67	22
chr1_+_155003939_155004003	35	27	36	67	40	67	22
chr1_+_155052094_155052165	11	6	6	7	8	8	6
chr1_+_155097230_155097351	11	6	6	7	8	8	6
chr1_+_156229686_156229686	41	8	20	27	23	38	36
chr1_+_156416360_156416360	13	15	18	18	28	17	10
chr1_+_156417302_156417515	13	15	18	18	28	17	10
chr1_+_156490550_156490550	11	10	12	20	9	18	20
chr1_+_156526182_156526186	26	9	14	24	31	16	25
chr1_+_156590109_156590402	11	7	9	14	17	10	12
chr1_+_157067729_157067791	18	81	16	12	22	19	12
chr1_+_157167965_157168006	15	16	16	12	27	16	32
chr1_+_157246305_157246524	168	291	255	153	75	169	30
chr1_+_157408000_157408179	33	11	12	14	20	14	17
chr1_+_157441133_157441411	8	10	6	7	48	5	12
